"binder_name","binder_evolution_type","binder_target","binder_experiment","staining_0_nM","staining_0.1_nM","staining_1_nM","staining_10_nM","staining_100_nM","coculture CAR Only","coculture K562","coculture K562 BCMA OE","coculture K562 CD19 OE","coculture K562 CD22 OE","coculture Raji","coculture Raji CD19 OE","coculture Raji CD19 KO","coculture RPMI 8226","coculture Nalm6","coculture Nalm6 CD22 OE","coculture DG-75","coculture Ramos","coculture SET-2","coculture U937","coculture A549","coculture Hela","coculture MDA-MB-468","mean_BCMA_positive_activity","max_BCMA_negative_activity","mean_CD19_positive_activity","max_CD19_negative_activity","mean_CD22_positive_activity","max_CD22_negative_activity","BCMA_activity_gain","BCMA_activity_ratio","CD19_activity_gain","CD19_activity_ratio","CD22_activity_gain","CD22_activity_ratio","overall_activity_gain","overall_activity_ratio","overall_mean_positive_activity","overall_max_negative_activity","estimated_Kd","nls_kd","nls_kd_scaled","sp_kd","sp_kd_scaled","kd_fit_quality","kd_R2","Kd_estimate_nM_clipped","Kd_estimate_molar","neg_log10_Kd_M","clipped_neg_log10_Kd_M"
"CD19_l82_nonint_2749","non-interface","CD19","CD19_l82",1.95,1.21,2.58,3.48,4.11,4.32,6.66,NA,28.4,NA,46.7,45.5,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.55,42.6,NA,NA,NA,NA,33.23,8.69212962962963,NA,NA,33.23,8.69212962962963,37.55,42.6,18031.1541472647,0.325522687445759,2.41879475572264,2426.64233576642,18031.1541472647,"Compromise (Single Point Estimate)",0.233604891957442,18031.1541472647,1.80311541472647e-05,4.74397647384631,6
"CD19_l82_nonint_4227","non-interface","CD19","CD19_l82",5.03,3.61,1.36,3.7,5.52,11.1,10.2,NA,49.1,NA,59.3,59.2,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,57.5,NA,NA,NA,NA,43.1,4.88288288288288,NA,NA,43.1,4.88288288288288,54.2,57.5,13235.5695157157,2.02470807817164,15.0445835888684,1781.25,13235.5695157157,"Compromise (Single Point Estimate)",-2.5675714136011,13235.5695157157,1.32355695157157e-05,4.87825736662472,6
"CD19_l82_nonint_4330","non-interface","CD19","CD19_l82",2.73,4.98,3.87,4.32,4.69,6.12,9.95,NA,35.6,NA,55.6,55.4,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6,51,NA,NA,NA,NA,39.48,7.45098039215686,NA,NA,39.48,7.45098039215686,45.6,51,15709.3976173962,-0.0133610238747792,-0.0992790233239452,2114.17910447761,15709.3976173962,"Compromise (Single Point Estimate)",-1.53050357904236,15709.3976173962,1.57093976173962e-05,4.80384046782168,6
"CD19_l82_nonint_4581","non-interface","CD19","CD19_l82",1.74,2.26,2.05,3.18,4.52,5.58,7.28,NA,30.9,NA,46.1,44.6,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,43.9,NA,NA,NA,NA,32.92,6.89964157706093,NA,NA,32.92,6.89964157706093,38.5,43.9,16328.1843458899,0.0750285710874236,0.557499434830828,2197.45575221239,16328.1843458899,"Compromise (Single Point Estimate)",-0.117354278332533,16328.1843458899,1.63281843458899e-05,4.78706210506129,6
"CD19_l82_nonint_4746","non-interface","CD19","CD19_l82",3.43,3.98,3.72,3.49,4.3,3.07,5.43,NA,25.8,NA,37.9,41.6,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.85,36.2,NA,NA,NA,NA,28.78,10.3745928338762,NA,NA,28.78,10.3745928338762,31.85,36.2,17201.5963109512,-0.00322530077992276,-0.0239655818564266,2315,17201.5963109512,"Compromise (Single Point Estimate)",-22.279414949051,17201.5963109512,1.72015963109512e-05,4.76443124862334,6
"CD19_l82_nonint_4761","non-interface","CD19","CD19_l82",1.31,3.25,3.16,3.8,4.6,7.38,9.23,NA,34.9,NA,54.6,52.8,48.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.75,48.1,NA,NA,NA,NA,37.37,6.06368563685637,NA,NA,37.37,6.06368563685637,44.75,48.1,16031.2933221932,0.0243943312097371,0.18126196014926,2157.5,16031.2933221932,"Compromise (Single Point Estimate)",0.550987493146755,16031.2933221932,1.60312933221932e-05,4.79503143959006,6
"CD19_l82_nonint_4955","non-interface","CD19","CD19_l82",3.95,4.3,3.89,2.47,5.3,9,6.84,NA,32.7,NA,50.5,50.7,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,47.2,NA,NA,NA,NA,32.6,4.62222222222222,NA,NA,32.6,4.62222222222222,41.6,47.2,13815.8140793242,-0.00957831900361851,-0.0711716530616666,1859.33962264151,13815.8140793242,"Compromise (Single Point Estimate)",-3.74548035659945,13815.8140793242,1.38158140793242e-05,4.8596235197419,6
"CD19_l82_UTD","neg_control","CD19","CD19_l82",0.082,1.03,0.79,0.88,0.95,0.85,1.2,NA,4.85,NA,10.5,10.7,8.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.675,8.54,NA,NA,NA,NA,6.825,9.02941176470588,NA,NA,6.825,9.02941176470588,7.675,8.54,80480.0842294112,-0.0148966352917681,-0.110689376535838,10831.0526315789,80480.0842294112,"Compromise (Single Point Estimate)",0.962414822463625,80480.0842294112,8.04800842294112e-05,4.09431157776094,6
"CD22_l61_int_0469","interface","CD22","CD22",0.43,0.24,1.11,45.2,NA,6.77,32,NA,NA,41.3,74.4,NA,NA,65.9,21.5,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,65.9,NA,NA,NA,NA,33.43,5.93796159527326,33.43,5.93796159527326,40.2,65.9,10411034.6449036,NA,NA,8580.025,10411034.6449036,"Compromise (Single Point Estimate)",NA,10411034.6449036,0.0104110346449036,1.98250610831425,6
"CD22_l61_int_0508","interface","CD22","CD22",1.28,1.01,4.26,83.4,NA,11.2,10,NA,NA,8.94,17.2,NA,NA,16.2,8.79,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13,16.2,NA,NA,NA,NA,-0.0700000000000003,0.99375,-0.0700000000000003,0.99375,11.13,16.2,2473816.71553159,NA,NA,2038.74158415842,2473816.71553159,"Compromise (Single Point Estimate)",NA,2473816.71553159,0.00247381671553159,2.60663248028569,6
"CD22_l61_int_1411","interface","CD22","CD22",0.6,0.63,41.1,94.4,NA,6.33,6.23,NA,NA,5.72,15.1,NA,NA,9.29,5.8,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0275,9.29,NA,NA,NA,NA,1.6975,1.26816745655608,1.6975,1.26816745655608,8.0275,9.29,2186.26231849883,1.80175995845528,2186.26231849883,3268.51904761905,3966033.32068254,"Good (Curve Fit)",0.99503484148657,2186.26231849883,2.18626231849883e-06,5.66029773047336,6
"CD22_l61_int_1846","interface","CD22","CD22",0.89,1.02,1.25,48.5,NA,11.6,35,NA,NA,38.9,72.2,NA,NA,72,27.8,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85,72,NA,NA,NA,NA,30.25,3.60775862068966,30.25,3.60775862068966,41.85,72,2449562.42086582,NA,NA,2018.75294117647,2449562.42086582,"Compromise (Single Point Estimate)",NA,2449562.42086582,0.00244956242086582,2.61091148917676,6
"CD22_l61_int_2154","interface","CD22","CD22",0.79,0.82,3.06,64.7,NA,7.9,7.34,NA,NA,6.8,15.8,NA,NA,10.4,6.88,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8875,10.4,NA,NA,NA,NA,0.987499999999999,1.125,0.987499999999999,1.125,8.8875,10.4,3047046.26507128,NA,NA,2511.15609756098,3047046.26507128,"Compromise (Single Point Estimate)",NA,3047046.26507128,0.00304704626507128,2.51612095158218,6
"CD22_l61_int_2538","interface","CD22","CD22",0.47,0.9,1.75,54.5,NA,1.5,1.57,NA,NA,1.6,8.25,NA,NA,3.12,1.3,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,3.12,NA,NA,NA,NA,1.63,2.08666666666667,1.63,2.08666666666667,3.13,3.12,2776186.92236481,NA,NA,2287.93333333333,2776186.92236481,"Compromise (Single Point Estimate)",NA,2776186.92236481,0.00277618692236481,2.55655129591942,6
"CD22_l61_int_3344","interface","CD22","CD22",0,2.25,9.57,94.1,NA,0.64,5.44,NA,NA,6.35,20.8,NA,NA,1.7,1.15,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41,5.44,NA,NA,NA,NA,6.77,11.578125,6.77,11.578125,7.41,5.44,339763.763918699,280.008826014576,339763.763918699,915.113333333334,1110401.96471998,"Good (Curve Fit)",0.999731969288065,339763.763918699,0.000339763763918699,3.46882294085636,6
"CD22_l61_int_4308","interface","CD22","CD22",1.23,0.63,2.41,65,NA,1.55,4.51,NA,NA,1.5,14.1,NA,NA,14.2,4.25,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0275,14.2,NA,NA,NA,NA,4.4775,3.88870967741935,4.4775,3.88870967741935,6.0275,14.2,3966033.32068254,NA,NA,3268.51904761905,3966033.32068254,"Compromise (Single Point Estimate)",NA,3966033.32068254,0.00396603332068254,2.40164364138443,6
"CD22_l61_int_4515","interface","CD22","CD22",0.4,0.81,2.05,71.2,NA,5.29,4.51,NA,NA,4.14,14.1,NA,NA,14.2,4.25,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6875,14.2,NA,NA,NA,NA,1.3975,1.26417769376181,1.3975,1.26417769376181,6.6875,14.2,3084665.61822496,NA,NA,2542.15925925926,3084665.61822496,"Compromise (Single Point Estimate)",NA,3084665.61822496,0.00308466561822496,2.51079190716737,6
"CD22_l61_int_4838","interface","CD22","CD22",1.08,0.85,2.09,61.7,NA,0.8,0.85,NA,NA,0.87,9.47,NA,NA,2.29,0.83,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9625,2.29,NA,NA,NA,NA,2.1625,3.703125,2.1625,3.703125,2.9625,2.29,2939499.1731143,NA,NA,2422.52352941177,2939499.1731143,"Compromise (Single Point Estimate)",NA,2939499.1731143,0.0029394991731143,2.5317266576426,6
"CD22_l61_int_4999","interface","CD22","CD22",0.47,0.88,3.63,79.6,NA,4,3.72,NA,NA,3.2,11.1,NA,NA,5.4,3.4,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.215,5.4,NA,NA,NA,NA,1.215,1.30375,1.215,1.30375,5.215,5.4,2839284.83742711,NA,NA,2339.93409090909,2839284.83742711,"Compromise (Single Point Estimate)",NA,2839284.83742711,0.00283928483742711,2.54679103680924,6
"CD22_l61_int_wildtype","parental","CD22","CD22",0.62,68.3,95.4,97.4,NA,11,11,NA,NA,54.5,61.1,NA,NA,42.1,20.3,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.675,42.1,NA,NA,NA,NA,31.675,3.87954545454545,31.675,3.87954545454545,42.675,42.1,53.454447517336,0.0440533061029092,53.454447517336,30.0497803806735,36462.5166727295,"Good (Curve Fit)",0.999687346146749,1000,5.3454447517336e-08,7.27201615477922,7.27201615477922
"CD22_l61_nonint_0191","non-interface","CD22","CD22",0.88,40.5,95.8,96.8,NA,5.34,3.96,NA,NA,33.1,36,NA,NA,5.23,6.86,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.99,5.34,NA,NA,NA,NA,17.65,4.30524344569288,17.65,4.30524344569288,22.99,5.34,168.721323865854,0.139047964604629,168.721323865854,50.7451851851852,61574.3987954594,"Good (Curve Fit)",0.990980059786712,1000,1.68721323865854e-07,6.77283002557903,6.77283002557903
"CD22_l61_nonint_0247","non-interface","CD22","CD22",0.69,44.1,91.6,96.3,NA,8.68,6.37,NA,NA,25.8,40,NA,NA,21.1,9.68,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.245,21.1,NA,NA,NA,NA,16.565,2.90841013824885,16.565,2.90841013824885,25.245,21.1,146.606689603703,0.120822675638946,146.606689603703,46.5945578231293,56538.0119242732,"Good (Curve Fit)",0.997789524898625,1000,1.46606689603703e-07,6.83384621256194,6.83384621256194
"CD22_l61_nonint_0387","non-interface","CD22","CD22",6.92,16.6,92.9,98.3,NA,17.1,14.5,NA,NA,18.6,24.7,NA,NA,22.1,15.3,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.625,22.1,NA,NA,NA,NA,2.525,1.14766081871345,2.525,1.14766081871345,19.625,22.1,376.697140555808,0.310446655268745,376.697140555808,123.95,150401.396760009,"Good (Curve Fit)",0.958606517505442,1000,3.76697140555808e-07,6.42400767644008,6.42400767644008
"CD22_l61_nonint_0714","non-interface","CD22","CD22",0.81,41.5,90.5,96.4,NA,23.7,20.7,NA,NA,61.7,67,NA,NA,28.7,29.3,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.875,28.7,NA,NA,NA,NA,27.175,2.14662447257384,27.175,2.14662447257384,50.875,28.7,162.960703891339,0.134300476474712,162.960703891339,49.52,60087.7544780611,"Good (Curve Fit)",0.997948556872097,1000,1.62960703891339e-07,6.78791710811525,6.78791710811525
"CD22_l61_nonint_0779","non-interface","CD22","CD22",0.59,71.6,96.5,98.9,NA,21.3,17.1,NA,NA,52.3,52.3,NA,NA,38.9,25.8,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.225,38.9,NA,NA,NA,NA,19.925,1.93544600938967,19.925,1.93544600938967,41.225,38.9,47.4748976352133,0.0391253917094561,47.4748976352133,28.6601955307263,34776.3891830271,"Good (Curve Fit)",0.99986936514442,1000,4.74748976352133e-08,7.32353596301032,7.32353596301032
"CD22_l61_nonint_1227","non-interface","CD22","CD22",0.82,29.3,95.2,96.2,NA,7.76,8.79,NA,NA,44.7,47.6,NA,NA,36.8,11.7,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.825,36.8,NA,NA,NA,NA,25.065,4.23002577319588,25.065,4.23002577319588,32.825,36.8,246.104370480632,0.202821498857153,246.104370480632,70.1808873720137,85157.7530182151,"Good (Curve Fit)",0.980416177545143,1000,2.46104370480632e-07,6.60888067374633,6.60888067374633
"CD22_l61_nonint_1279","non-interface","CD22","CD22",0.74,38.5,96.7,97.8,NA,15.3,14.5,NA,NA,19.1,24,NA,NA,27.3,14.3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.85,27.3,NA,NA,NA,NA,4.55,1.29738562091503,4.55,1.29738562091503,19.85,27.3,183.940339305365,0.151590381127113,183.940339305365,53.3864935064935,64779.3722589415,"Good (Curve Fit)",0.989464057788579,1000,1.83940339305365e-07,6.73532301672955,6.73532301672955
"CD22_l61_nonint_2261","non-interface","CD22","CD22",0.86,36.3,92.1,98.4,NA,7.77,7.95,NA,NA,53.1,54.7,NA,NA,10.7,15.1,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,10.7,NA,NA,NA,NA,31.43,5.04504504504505,31.43,5.04504504504505,39.2,10.7,205.047983671213,0.168985781538996,205.047983671213,56.6280991735537,68712.7487823059,"Good (Curve Fit)",0.995563914795675,1000,2.05047983671213e-07,6.68814449696792,6.68814449696792
"CD22_l61_nonint_2695","non-interface","CD22","CD22",0.82,18.1,97.3,98,NA,13.7,14,NA,NA,34.3,38.6,NA,NA,34.2,13.5,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.475,34.2,NA,NA,NA,NA,13.775,2.00547445255474,13.775,2.00547445255474,27.475,34.2,342.233565328537,0.282044258472946,342.233565328537,113.669613259669,137927.136776315,"Good (Curve Fit)",0.959143172315053,1000,3.42233565328537e-07,6.46567739829552,6.46567739829552
"CD22_l61_nonint_3136","non-interface","CD22","CD22",0.8,29.3,95.2,96.2,NA,6.17,6.58,NA,NA,48.3,46.6,NA,NA,10.6,14.7,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.375,10.6,NA,NA,NA,NA,30.205,5.89546191247974,30.205,5.89546191247974,36.375,10.6,246.104371717495,0.202821499876485,246.104371717495,70.1808873720137,85157.7530182151,"Good (Curve Fit)",0.980427050804121,1000,2.46104371717495e-07,6.60888067156367,6.60888067156367
"CD22_l61_nonint_3278","non-interface","CD22","CD22",0.56,0.73,2.65,67.9,NA,5.35,5.15,NA,NA,4.64,24.3,NA,NA,16.5,4.87,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.775,16.5,NA,NA,NA,NA,4.425,1.82710280373832,4.425,1.82710280373832,9.775,16.5,3422724.46300321,NA,NA,2820.76301369863,3422724.46300321,"Compromise (Single Point Estimate)",NA,3422724.46300321,0.00342272446300321,2.46562806113491,6
"CD22_l61_nonint_4434","non-interface","CD22","CD22",2.23,77.9,98.8,100,NA,17.9,12.7,NA,NA,65.1,74.3,NA,NA,19.4,28.7,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25,19.4,NA,NA,NA,NA,37.35,3.08659217877095,37.35,3.08659217877095,55.25,19.4,35.6697451135307,0.0293964351533051,35.6697451135307,26.3342747111682,31954.1081018272,"Good (Curve Fit)",0.999067888824078,1000,3.56697451135307e-08,7.4476999940029,7.4476999940029
"CD22_m971","pos_control","CD22","CD22",0.84,82.7,98.4,98.9,NA,5.01,3.45,NA,NA,61.4,90,NA,NA,5.76,16.3,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.875,5.76,NA,NA,NA,NA,45.865,10.1546906187625,45.865,10.1546906187625,50.875,5.76,24.8,0.0204383740192587,24.8,24.8,30092.413389659,"Known",0.99976409959364,1000,2.48e-08,7.60554831917378,7.60554831917378
"CD22_NB","neg_control","CD22","CD22",0.58,0.77,2.55,59.9,NA,8.17,6.64,NA,NA,5.92,15.1,NA,NA,9.34,7.19,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,9.34,NA,NA,NA,NA,0.59,1.07221542227662,0.59,1.07221542227662,8.76,9.34,3244914.29139906,NA,NA,2674.22467532468,3244914.29139906,"Compromise (Single Point Estimate)",NA,3244914.29139906,0.00324491429139906,2.48879676982325,6
"CD22_UTD","neg_control","CD22","CD22",0.13,0.1,0.32,28.8,NA,0.79,1.37,NA,NA,1.03,7.14,NA,NA,1.91,0.92,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5575,1.91,NA,NA,NA,NA,1.7675,3.2373417721519,1.7675,3.2373417721519,2.5575,1.91,24986653.0242958,NA,NA,20592.2,24986653.0242958,"Compromise (Single Point Estimate)",NA,24986653.0242958,0.0249866530242958,1.60229191395872,6
